"Сезон коллекции";"Вид сезона";"Название коллекции";"Первая цена";"Текущая цена";"Название модели";"Уникальный код модели";"Линейка размеров";Пол;"Тип обуви";"Возможные цвета";"Материал изготовления";"Страна изготовления";url
;;;;;;;;Женский;;;;;"http://www.carlopazolini.com/ru/<a href=/ru/collection/women/shoes>обувь</a>"
;;;;;;;;Мужской;;;;;"http://www.carlopazolini.com/ru/<a href=/ru/collection/men/shoes>обувь</a>"
;;;;;;;;;;;;;http://www.carlopazolini.com/ru/
